游戏名称,价格,好评率,好评人数,平均游玩时长,标签
Born for the Light ~Wavelength Radiant Collapse~,¥ 0.00,,,,"视觉小说, 恐怖, 冒险"
ELEMENTAL SOUL,¥ 0.00,,,,"冒险, 动作冒险"
封禅记(The Legend of Zen Town),¥ 0.00,,,,冒险
Festival Journey: Venetian Masquerade Collector's Edition,¥ 48.00,,,0.4h,冒险
Letters of War,¥ 42.00,84%,13,2.0h,"冒险, 探索"
Service with a Shotgun,¥ 27.80,94%,72,2.4h,"视觉小说, 动作冒险"
Irredeemable,¥ 0.00,,,,开放世界
The Face Horror Game,¥ 0.00,,,,"恐怖, 探索, 步行模拟, 动作冒险, 冒险"
Escape House,¥ 11.00,7 篇用户评测,7,1.3h,"步行模拟, 探索"
Crabageddon,¥ 15.00,1 篇用户评测,1,,开放世界
Shadowland: Rise Of The Fallen,¥ 11.00,,,2.2h,"动作冒险, 冒险"
Lots of Cats on an Adventure,免费开玩,93%,528,3.0h,冒险
School Crisis,¥ 0.00,,,,"冒险, 动作冒险"
Ugly Mansion,¥ 0.00,,,,"冒险, 恐怖"
剑啸长河,¥ 0.00,,,,探索
Hop Drop,¥ 26.00,5 篇用户评测,5,0.3h,开放世界
<Kobako> Night Detention | 夜の居残り,¥ 0.00,,,,"探索, 文字游戏, 步行模拟, 恐怖"
Shoot Your Pal,¥ 0.00,,,,冒险
The Donut Gallery,免费,92%,14,8.6h,"步行模拟, 探索"
Uncle Lee’s Cookbook: Five Recipes for Disaster,¥ 0.00,,,,冒险
Walk The Plank,¥ 26.00,1 篇用户评测,1,0.3h,"步行模拟, 恐怖"
Scrutator Tenebris,¥ 0.00,,,,"恐怖, 冒险, 探索"
12 Labours of Hercules XVIII: Ghost Sheep,¥ 48.00,6 篇用户评测,6,15.1h,冒险
Ward 777 - الجناح 777,¥ 6.60,75%,20,1.6h,"步行模拟, 恐怖"
Flowerbud,¥ 0.00,,,,"互动小说, 视觉小说"
Master of the Mow,¥ 0.00,,,,冒险
Proper Citizen,¥ 0.00,,,,"恐怖, 冒险, 互动小说, 步行模拟, 探索"
OoglyBoogly,¥ 0.00,,,,"冒险, 互动小说, 恐怖"
Joyful Masks,¥ 0.00,,,,冒险
Colorbound,¥ 0.00,,,,冒险
Wall Brawl,¥ 0.00,,,,"探索, 动作冒险"
FrostCore,¥ 6.00,2 篇用户评测,2,2.0h,"冒险, 动作冒险, 探索"
My Fishing Desktop,¥ 15.00,2 篇用户评测,2,8.6h,冒险
For Eternity,¥ 0.00,,,,冒险
Ignis Dei,免费,95%,45,7.2h,"冒险, 恐怖, 探索"
Interaktivně o Liberci,¥ 0.00,,,,"冒险, 互动小说"
Nightpyre,¥ 0.00,,,,动作冒险
The Day in a Life of a Dayfly,免费,91%,47,6.0h,"冒险, 视觉小说, 互动小说, 探索"
Alienhead,¥ 0.00,,,,"探索, 动作冒险"
Architect of Ruin,¥ 0.00,,,,开放世界
Cordel Lands,¥ 18.00,1 篇用户评测,1,,冒险
Powwow Bound: A Menominee Homecoming,免费开玩,8 篇用户评测,8,6.2h,"冒险, 互动小说, 步行模拟, 探索"
Seize the Cheese,¥ 18.00,4 篇用户评测,4,2.8h,冒险
Legacy of The Botanist,¥ 0.00,,,,"冒险, 动作冒险, 步行模拟, 探索, 开放世界"
Pumpkin & Patch,¥ 0.00,,,,"冒险, 动作冒险, 探索"
Sub-Species,¥ 0.00,,,,"冒险, 动作冒险, 探索"
RUMOUR,¥ 0.00,,,,"恐怖, 冒险"
Wrist Catcher-寸关,¥ 9.00,3 篇用户评测,3,0.5h,"文字游戏, 冒险"
The Puppy,¥ 11.00,63%,41,2.8h,"冒险, 恐怖"
青云防守,¥ 18.00,1 篇用户评测,1,0.8h,开放世界
Jungle Rot,¥ 0.00,,,,"恐怖, 动作冒险, 冒险, 探索"
Idle Reincarnator,¥ 22.00,70%,92,16.8h,冒险
淫乱迷宫大师：重启,¥ 58.00,98%,82,4.8h,探索
Deluge,¥ 0.00,,,,"恐怖, 探索"
The Warrens,¥ 52.00,3 篇用户评测,3,0.1h,"恐怖, 动作冒险, 探索"
龙与大剑,¥ 0.00,,,,冒险
天堂岛,¥ 0.00,,,,"探索, 开放世界"
苍蓝魔导士露娜　～天才魔导士与传奇魔导士～,¥ 0.00,,,,"冒险, 探索, 动作冒险"
Batta? Batta!,免费开玩,92%,28,8.1h,冒险
Monster Clicker: Origins,¥ 0.00,,,,冒险
I Don't Want To Be A Good Woman,¥ 33.00,6 篇用户评测,6,0.2h,"步行模拟, 探索, 互动小说, 冒险"
CINESCAPE VR,¥ 0.00,,,,"冒险, 探索"
马桶英雄,¥ 0.00,,,,冒险
EONA,¥ 0.00,,,,"动作冒险, 恐怖, 冒险"
竿鬼村的神隐事件,¥ 48.30,84%,79,2.9h,探索
Grimfog: Dead Hand Path,¥ 0.00,,,,"冒险, 探索"
はじめての妊娠〜松本・大北地域編〜,免费,95%,21,11.2h,"冒险, 视觉小说"
妙探寻凶：家族疑案,¥ 29.00,1 篇用户评测,1,4.6h,"冒险, 互动小说, 视觉小说"
神秘岛：诡画,¥ 29.00,3 篇用户评测,3,13.9h,"冒险, 互动小说, 视觉小说"
Countryballs: Power Protocol,¥ 42.00,73%,108,5.0h,"冒险, 探索"
C.L.U.C.K.,¥ 0.00,,,,"恐怖, 探索"
每日亲亲洛丽塔,¥ 35.00,79%,278,3.9h,"视觉小说, 冒险, 互动小说, 文字游戏"
Escape.exe,¥ 0.00,,,,"恐怖, 冒险, 探索, 动作冒险"
Mitrys,¥ 0.00,,,,探索
独奏骑士,免费开玩,21%,14,4.5h,"冒险, 动作冒险"
Mondrayn,¥ 0.00,,,,"冒险, 恐怖, 探索"
Risko,¥ 0.00,,,,探索
Mercy Incore,¥ 0.00,,,,"动作冒险, 冒险"
池中物,¥ 0.00,,,,"探索, 冒险"
Flarebound,¥ 0.00,,,,探索
Koromi,¥ 0.00,,,,"冒险, 探索"
舰魂重构 WarSpirit Recast,¥ 0.00,,,,冒险
Eternal Affairs,¥ 22.00,6 篇用户评测,6,3.7h,互动小说
地心工业线 Chipmatic,¥ 0.00,,,,探索
Maze Odyssey,¥ 5.40,1 篇用户评测,1,2.1h,"冒险, 动作冒险"
Enrobssyba,免费开玩,85%,64,7.3h,"冒险, 动作冒险, 恐怖"
Astral Sanctum,¥ 0.00,,,,冒险
Cornfield Escape,¥ 0.00,,,,"冒险, 动作冒险, 探索, 恐怖"
Arcane Eclipse,¥ 0.00,,,,"冒险, 探索"
Jerry the Zombie Slayer,¥ 0.00,,,,探索
Operation Ninurta - Eris Portal,¥ 22.00,无用户评测,,0.2h,冒险
Chalet,¥ 15.00,8 篇用户评测,8,,"恐怖, 冒险, 探索"
Freak,¥ 0.00,,,,恐怖
southbound,¥ 0.00,,,,"开放世界, 探索, 动作冒险"
La Galerie des Toilettes,¥ 52.00,97%,48,1.2h,"探索, 步行模拟"
租女友,¥ 33.00,3 篇用户评测,3,0.9h,"互动小说, 视觉小说"
Encroacher: Snakes,¥ 0.00,,,,"冒险, 动作冒险"
Paratopic: Overdub,¥ 0.00,,,,"冒险, 步行模拟"
EscapeTheBrainrots,¥ 26.00,,,,"冒险, 动作冒险, 恐怖"
TimeSplit,¥ 0.00,,,,动作冒险
Vanquish Evil,¥ 22.00,2 篇用户评测,2,1.6h,冒险
高中生就该这样(FUGUE),¥ 0.00,,,,视觉小说
Courier Bay,¥ 37.70,54%,11,1.4h,开放世界
Bartholomew.exe,免费,83%,37,6.8h,恐怖
Hop n' Hook,免费开玩,100%,10,21.9h,"冒险, 探索, 开放世界"
Zero Moment,¥ 0.00,,,,"恐怖, 动作冒险, 冒险"
Ogopogo,¥ 15.00,1 篇用户评测,1,0.0h,冒险
Astral Lodge,免费开玩,97%,42,21.1h,"冒险, 探索, 恐怖"
中国式地雷女,¥ 0.00,,,,"视觉小说, 冒险, 互动小说"
NEODITRONIX,免费,82%,50,5.2h,"恐怖, 冒险"
Ice Dodo,免费开玩,90%,21,10.5h,冒险
异能军团,¥ 0.00,,,,探索
Deliverance Protocol: Ironrot,¥ 0.00,,,,"冒险, 步行模拟, 探索, 恐怖"
DarkOrbit Reloaded,免费开玩,29%,359,24.1h,冒险
Kodoktale,¥ 0.00,,,,"冒险, 探索, 开放世界"
DONTCRUSH,¥ 15.00,无用户评测,,0.1h,冒险
Hunting Pro Simulator,¥ 0.00,,,,"冒险, 开放世界, 探索"
Mystery of Myths: Whisper of Depth Collector's Edition,¥ 0.00,,,,冒险
Newbie Hacker,¥ 18.00,,,2.4h,互动小说
Kiss And Cry：我的女友脑子有问题,¥ 0.00,,,,"文字游戏, 视觉小说"
Devestor,¥ 42.00,3 篇用户评测,3,4.7h,恐怖
Tidewake,¥ 0.00,,,,"探索, 动作冒险, 冒险"
MoonLost,¥ 18.00,2 篇用户评测,2,,"探索, 动作冒险"
Murder Mystery Stories,¥ 48.00,2 篇用户评测,2,11.9h,"冒险, 视觉小说, 动作冒险, 互动小说"
Forgotten - Whispers of the Past,¥ 0.00,,,,"恐怖, 探索"
Christmas Luge: The Journey,¥ 33.00,9 篇用户评测,9,,冒险
Sepulcher,¥ 33.00,1 篇用户评测,1,,冒险
As Cores de Ofelia,¥ 0.00,,,,冒险
Red Moon Cafe,¥ 0.00,,,,"恐怖, 步行模拟"
TOMOHIGARA,¥ 0.00,,,,"探索, 恐怖, 冒险"
Dream Eater,¥ 0.00,,,,"探索, 冒险"
POSSESSOR,¥ 0.00,,,,"冒险, 恐怖, 探索"
Kulipari: United,¥ 0.00,,,,冒险
Digger Beach,¥ 22.00,5 篇用户评测,5,3.9h,"冒险, 动作冒险, 探索"
Brain Candy,¥ 0.00,,,,探索
Have You Seen This Man?,¥ 15.00,4 篇用户评测,4,0.6h,"冒险, 步行模拟, 探索, 恐怖"
Curupira the Forest Guardian,¥ 26.00,4 篇用户评测,4,1.1h,"冒险, 动作冒险"
Bunny Dusty,¥ 0.00,,,,"探索, 动作冒险, 开放世界"
Loser Named Hana,免费,94%,139,4.5h,互动小说
HOPE,¥ 0.00,,,,"冒险, 探索"
Teryndor: Caelorn’s Quest,¥ 17.64,4 篇用户评测,4,,动作冒险
Tetramorph,¥ 26.00,,,,"冒险, 探索"
Merry’s Seven Wishes,¥ 0.00,,,,"冒险, 互动小说, 视觉小说"
Grammar Grind,¥ 42.00,4 篇用户评测,4,4.5h,文字游戏
Curved World,¥ 18.00,2 篇用户评测,2,,"冒险, 步行模拟, 探索, 恐怖"
Shadow Of Winter,免费,22%,18,4.5h,"恐怖, 冒险, 探索, 动作冒险"
The Internet Cafe | PC방 알바,¥ 0.00,,,,"探索, 步行模拟, 冒险, 恐怖"
Fire flies,免费开玩,4 篇用户评测,4,4.2h,"冒险, 探索"
狂野推理：雾都的恶犬,¥ 0.00,,,,"冒险, 探索"
Relight,¥ 0.00,,,,动作冒险
Orchard Outbreak: Slime Time,¥ 0.00,,,,动作冒险
Filled Up,¥ 0.00,,,,"冒险, 恐怖, 动作冒险, 互动小说"
Samuel Prince Attorney at Law Chapter 3,¥ 22.00,无用户评测,,,"视觉小说, 冒险, 探索"
Cosmic Cargo,免费,92%,14,4.8h,冒险
空想森林FANTASY FOREST,¥ 0.00,,,,探索
幻视之夜,¥ 0.00,,,,"互动小说, 视觉小说, 文字游戏, 探索"
白夜梦晴,免费开玩,81%,22,4.3h,视觉小说
学园异变,¥ 0.00,,,,"冒险, 步行模拟, 恐怖"
勇者,¥ 0.00,,,,"探索, 动作冒险, 冒险"
Convent Chronicles: Revelation,¥ 0.00,,,,"视觉小说, 恐怖, 互动小说"
Arthur's Kindergarten,¥ 42.00,1 篇用户评测,1,1.3h,冒险
苍刻之空：The Carving Sky,¥ 0.00,,,,冒险
Harry and the Haunted House,¥ 42.00,1 篇用户评测,1,0.0h,"恐怖, 互动小说, 视觉小说"
Little Monster at School,¥ 42.00,,,,视觉小说
Ruff's Bone,¥ 42.00,1 篇用户评测,1,0.0h,"互动小说, 视觉小说"
Havenreach: Last Refuge,¥ 0.00,,,,探索
Assassin of Demon,¥ 18.00,2 篇用户评测,2,5.3h,"冒险, 步行模拟"
东北往事,¥ 0.00,,,,"冒险, 互动小说, 文字游戏, 视觉小说, 探索"
Northgale,¥ 0.00,,,,"探索, 冒险"
Curvid Nurntine and the Black Vaccine,¥ 0.00,,,,"冒险, 恐怖, 探索"
Snemovna,¥ 33.00,7 篇用户评测,7,6.3h,"恐怖, 探索"
Parnitha: Patient 66,¥ 26.00,84%,19,0.2h,"探索, 冒险, 恐怖"
Watcher's Eye,¥ 22.00,无用户评测,,0.8h,恐怖
Drone Feeder,¥ 15.00,1 篇用户评测,1,0.2h,探索
Rust Born,¥ 0.00,,,,"探索, 动作冒险"
Skies Scrapper,¥ 0.00,,,,"冒险, 探索"
ESSOMENIC,¥ 0.00,,,,"冒险, 互动小说"
"嘘, 美女拍摄中",¥ 76.00,87%,140,5.3h,"互动小说, 冒险, 视觉小说"
禁区-B17,¥ 15.00,1 篇用户评测,1,0.3h,"探索, 冒险, 动作冒险, 恐怖"
Truck Simulator 2026: USA,¥ 0.00,,,,"探索, 开放世界"
Piperspace,¥ 0.00,,,,"探索, 冒险"
Between These Two,¥ 0.00,,,,"探索, 冒险, 恐怖, 步行模拟"
LoopMage: The Infinite Trials,¥ 15.00,3 篇用户评测,3,0.3h,冒险
Mayfly,¥ 0.00,,,,"探索, 冒险, 步行模拟, 恐怖"
The Place: Beneath the Mind,¥ 0.00,,,,"探索, 步行模拟, 互动小说, 冒险, 恐怖"
Camp Manager Simulator,¥ 0.00,,,,开放世界
The Midnighters,¥ 0.00,,,,"探索, 恐怖, 动作冒险, 冒险"
Don't Go Unarmed,¥ 0.00,,,,冒险
Where is my car?,¥ 11.00,2 篇用户评测,2,,探索
Deer Legend,¥ 0.00,,,,动作冒险
The Hag,¥ 6.00,2 篇用户评测,2,2.2h,"恐怖, 探索, 步行模拟"
Private Witch Eye: The Lotus Killer,¥ 0.00,,,,"冒险, 探索"
Lost Artifacts The Ghost of Florence,¥ 58.00,2 篇用户评测,2,4.8h,冒险
看不见的我们,¥ 29.00,93%,225,16.6h,"冒险, 视觉小说, 互动小说"
Remnants Of Eden,¥ 58.00,1 篇用户评测,1,,"冒险, 动作冒险"
Symbiote,¥ 0.00,,,,"冒险, 探索, 动作冒险, 开放世界"
1948,¥ 0.00,,,,"互动小说, 冒险, 探索"
Block States,¥ 11.00,3 篇用户评测,3,1.1h,开放世界
Deep Siren,¥ 0.00,,,,"恐怖, 冒险"
1111-Strike,¥ 0.00,,,,冒险
Motel Ravenrose,¥ 0.00,,,,"步行模拟, 恐怖, 冒险, 动作冒险"
Cozy Builder,¥ 0.00,,,,开放世界
Serpath,¥ 0.00,,,,"冒险, 开放世界"
Face Interrogation,¥ 0.00,,,,"恐怖, 冒险, 视觉小说"
TEST RELEASE DO NOT BUY !!!,¥ 11.00,100%,41,0.8h,互动小说
Room 304 - A Boys' Love Story,¥ 15.00,2 篇用户评测,2,0.1h,视觉小说
The Salesman,¥ 22.00,82%,682,1.4h,"恐怖, 冒险, 动作冒险, 步行模拟"
束魂,¥ 29.00,无用户评测,,3.5h,"探索, 冒险, 动作冒险, 恐怖"
Trick or Treat: The Legend of Samhain,¥ 0.00,,,,"冒险, 动作冒险, 探索"
天际旅者,¥ 0.00,,,,"冒险, 动作冒险"
A Game About Boxes,免费,91%,48,3.9h,"冒险, 步行模拟"
커피여우 김삼월,¥ 66.00,1 篇用户评测,1,2.4h,"视觉小说, 冒险"
MineEngineer,¥ 0.00,,,,"探索, 冒险, 开放世界"
KILL THE KING,¥ 0.00,,,,"恐怖, 探索, 动作冒险, 冒险"
Anna & Emma - Paper Adventure,¥ 0.00,,,,"冒险, 探索"
OKEverything: Realm of Humanity,¥ 0.00,,,,"互动小说, 视觉小说"
Virus Brain,¥ 15.00,100%,11,2.5h,"恐怖, 冒险"
Erebound,¥ 0.00,,,,"冒险, 探索"
Magus Relics: the Majimono,¥ 11.00,,,0.4h,"冒险, 探索, 开放世界"
Mira's Journal,¥ 0.00,,,,"探索, 冒险"
Monocular Odyssey,¥ 0.00,,,,冒险
Endless Corridors,¥ 0.00,,,,"探索, 步行模拟, 冒险, 动作冒险, 恐怖"
Anomyeowly: Uncover the anomalies with the cat-eared maid,¥ 18.00,81%,11,0.8h,"冒险, 步行模拟, 恐怖"
阎罗索命,¥ 0.00,,,,"冒险, 视觉小说"
Timberveil,¥ 0.00,,,,"冒险, 探索"
Backroom Collector,¥ 0.00,,,,"探索, 步行模拟, 恐怖"
Ghost Node,¥ 0.00,,,,冒险
The Last Bet,¥ 0.00,,,,"开放世界, 动作冒险"
No Mercy Maze,¥ 18.00,,,,"冒险, 动作冒险"
Starfall,¥ 0.00,,,,冒险
地獄楽 パラダイスバトル,¥ 0.00,,,,冒险
哥是莽撞人,¥ 6.00,,,,"步行模拟, 冒险"
親戚の家に行け！よし子！,¥ 18.00,72%,22,6.8h,"冒险, 动作冒险"
Camp Slaughter,¥ 0.00,,,,"恐怖, 视觉小说, 动作冒险, 冒险"
3265,¥ 0.00,,,,恐怖
14 Days With You,¥ 0.00,,,,"视觉小说, 恐怖"
永夜的莱恩,¥ 0.00,,,,"冒险, 探索"
Hansel And Gretel,¥ 0.00,,,,"冒险, 恐怖, 动作冒险, 探索"
Island,¥ 0.00,,,,视觉小说
术阵魔法使,¥ 0.00,,,,"冒险, 动作冒险"
声韵之恋,¥ 0.00,,,,视觉小说
YOBI,¥ 0.00,,,,冒险
Angels' Uprising,¥ 0.00,,,,"冒险, 动作冒险, 恐怖"
Puzzle Park 2,¥ 0.00,,,,"冒险, 探索, 开放世界"
Lukas Adventure 64,¥ 0.00,,,,"冒险, 恐怖, 开放世界, 探索"
被击垮而堕落的强气人妻,¥ 0.00,,,,视觉小说
MechaCap Arena,¥ 33.00,6 篇用户评测,6,,互动小说
Emoji小队,¥ 0.00,,,,冒险
Yoga with Sensei,¥ 0.00,,,,视觉小说
Arena of Trials,¥ 26.00,无用户评测,,1.1h,"冒险, 动作冒险, 探索"
Tache Noire,¥ 66.00,100%,15,,"探索, 动作冒险, 恐怖, 冒险"
龙扬传1：白与黑,¥ 9.00,,,,"探索, 冒险"
The Black Whale,免费开玩,87%,55,2.1h,"冒险, 步行模拟, 探索, 恐怖"
Slimepatch,¥ 17.60,,,,冒险
Gerry Dae,¥ 0.00,,,,"动作冒险, 冒险"
Turn It Off,¥ 0.00,,,,"恐怖, 冒险, 步行模拟, 探索"
Shiftomino,¥ 0.00,,,,冒险
VIVA - VRIDIAN Integrated Virtual Architecture,¥ 0.00,,,,"探索, 开放世界, 步行模拟, 视觉小说"
Secrets of Solari,¥ 0.00,,,,"冒险, 动作冒险, 探索"
Homeless farmer,¥ 0.00,,,,"探索, 冒险"
Streamer vs. Chat,¥ 0.00,,,,互动小说
Abyss Chamber,¥ 0.00,,,,"恐怖, 冒险, 步行模拟"
Pale Abyss,¥ 0.00,,,,"冒险, 探索, 动作冒险"
The Secret of Island of Fear,¥ 0.00,,,,"冒险, 动作冒险"
Beneath the Ghost Kingdom,¥ 0.00,,,,"冒险, 探索, 开放世界"
Guard Number 99,¥ 0.00,,,,恐怖
GNOSiS,¥ 0.00,,,,"恐怖, 开放世界, 探索, 动作冒险"
回响,¥ 15.00,1 篇用户评测,1,1.8h,"步行模拟, 探索, 恐怖, 冒险"
TriviaSpire,¥ 0.00,,,,文字游戏
Lonely Penguin,¥ 0.00,,,,"探索, 互动小说, 动作冒险, 冒险"
Three Doors,¥ 18.00,无用户评测,,6.3h,探索
modavuj FOREST CAMP,¥ 6.00,4 篇用户评测,4,0.1h,"冒险, 动作冒险"
Hoofprints,¥ 0.00,,,,"冒险, 探索"
METROLOGY,¥ 0.00,,,,"恐怖, 步行模拟, 探索"
Ghostpunk,¥ 0.00,,,,"互动小说, 恐怖"
Dude in the Dark,免费,3 篇用户评测,3,8.6h,探索
Wordforge: Silent Letters,¥ 0.00,,,,文字游戏
Eternal Angler,¥ 0.00,,,,"探索, 冒险"
Virtuoso Skins Game,¥ 0.00,,,,探索
猫猫的摸鱼日记,¥ 48.00,,,,"互动小说, 视觉小说"
Echoes of Sin: Drain,¥ 0.00,,,,"探索, 冒险"
Argonauts Agency: Secret of the Labyrinth,¥ 76.00,,,0.3h,冒险
卡牌求生：阴暗航线,¥ 0.00,,,,"探索, 开放世界, 恐怖"
Assassin of Dragon,¥ 18.00,无用户评测,,2.8h,"步行模拟, 冒险, 动作冒险"
VOLT & VOID,¥ 0.00,,,,"冒险, 探索"
挂机升级打怪兽,¥ 28.00,75%,12,53.7h,冒险
Little Big Ghost Hunter,¥ 0.00,,,,"恐怖, 探索"
23:61,¥ 0.00,,,,"文字游戏, 视觉小说, 互动小说, 冒险"
Basement,¥ 6.00,1 篇用户评测,1,0.8h,"探索, 冒险"
A Lost Man,¥ 0.00,,,,冒险
Gamble: Hard Exit,¥ 0.00,,,,恐怖
"It’s magic, bro!",¥ 0.00,,,,"冒险, 恐怖, 探索"
TonTon Galaxy,¥ 0.00,,,,"探索, 开放世界"
Shear Heaven,¥ 0.00,,,,"冒险, 探索"
NULL,¥ 0.00,,,,"恐怖, 步行模拟, 冒险, 探索"
Secrets of Asherah 2,¥ 0.00,,,,探索
逐末之地：60s Exploring the Endless Land：60s,¥ 0.00,,,,"冒险, 探索"
Red Passport: Deported,¥ 0.00,,,,"冒险, 步行模拟, 探索"
Emerald Flower,¥ 0.00,,,,"动作冒险, 探索, 冒险"
Custom Image Survivors,¥ 0.00,,,,动作冒险
Backrooms: Multiverse,¥ 0.00,,,,"冒险, 恐怖, 探索"
Unknown Space,¥ 0.00,,,,"冒险, 探索"
Endless Dark,¥ 0.00,,,,"冒险, 动作冒险"
Virtual Driving School: Trucks,¥ 0.00,,,,"探索, 开放世界"
Wrong Treatment,¥ 0.00,,,,"恐怖, 冒险"
UNCHI,¥ 11.00,,,,动作冒险
Chernov Incident,¥ 11.00,6 篇用户评测,6,0.5h,恐怖
Disharmony,¥ 0.00,,,,"恐怖, 动作冒险"
Sim Tanks,¥ 22.00,,,,"开放世界, 冒险"
FEMBOY SLEEPOVER - Episode 1,¥ 0.00,,,,"视觉小说, 互动小说"
Medic Please!,¥ 0.00,,,,"冒险, 探索"
The Hollow,¥ 0.00,,,,"步行模拟, 恐怖, 开放世界"
独居日志：插画家之梦,¥ 0.00,,,,视觉小说
Space Slinger,¥ 0.00,,,,冒险
Cannibal Court,¥ 0.00,,,,"互动小说, 视觉小说, 探索, 恐怖"
Compass,¥ 0.00,,,,"冒险, 开放世界, 探索, 动作冒险"
The Cardboard Cave,¥ 18.00,,,,冒险
POPULARITY CONTEST,¥ 0.00,,,,"视觉小说, 互动小说, 冒险"
Adaptive Wilds,¥ 0.00,,,,"冒险, 开放世界"
Panic Point,¥ 0.00,,,,"恐怖, 探索, 动作冒险"
Frozen Isolation,¥ 0.00,,,,"冒险, 开放世界, 探索"
Sky Pirates,¥ 0.00,,,,"冒险, 动作冒险, 探索"
